name,host_name,neighbourhood_group,neighbourhood,room_type,price,service_fee,minimum_nights,number_of_reviews,review_rate_number,availability_365
Harlem Hideaway Studio Apartment,Dennis,Manhattan,Harlem,Entire home/apt,527.0,105.0,30,6,5.0,86
FLATIRON LUXURY HIGHRISE//STUNNING VIEWS//4 BEDS!!,Navi,Manhattan,Midtown,Entire home/apt,928.0,186.0,4,38,2.0,309
"Expensive, Small place, but it is 100% clean",Alon,Manhattan,Lower East Side,Private room,500.0,100.0,1,0,2.0,0
Sunny 2 bedroom apartment on Upper East Side,Alex,Manhattan,Upper East Side,Entire home/apt,1138.0,228.0,2,2,5.0,0
@BrooklynWhisky's: Birdsnest-Guest Room,Jaye (And Spike),Brooklyn,South Slope,Private room,503.0,101.0,1,80,3.0,30
Manhattan Club (1 bedroom/Sleeps 4),Kleon,Manhattan,Midtown,Entire home/apt,1122.0,224.0,1,3,1.0,121
Luxury/3bedroom/3bthrm/Privateprkng/beach/rstrnts,Ilona,Brooklyn,Sheepshead Bay,Entire home/apt,707.0,141.0,30,2,4.0,353
"Sunny, Private Room with Separate Entrance",Dylana,Brooklyn,Bushwick,Private room,178.0,36.0,1,132,3.0,90
Luxury studio apartment with fantastic view,Kenneth,Manhattan,Financial District,Entire home/apt,244.0,49.0,2,1,3.0,0
Brooklyn Townhouse Apartment with Outdoor Space,Suzen,Brooklyn,Bedford-Stuyvesant,Entire home/apt,299.0,60.0,3,2,3.0,14
Beautiful home in Red Hook,Lorraine,Brooklyn,Red Hook,Entire home/apt,403.0,81.0,6,0,3.0,0
Bedroom available in Chic & Modern loft-like apt.,Rodney,Manhattan,Lower East Side,Private room,561.0,112.0,5,1,2.0,157
Bright spacious Studio overlooking Manhattan,Mayra,Manhattan,Midtown,Entire home/apt,1059.0,212.0,180,3,5.0,299
yahmanscrashpads,Lloyd,Queens,Jamaica,Shared room,561.0,112.0,30,480,5.0,277
"Charming, Artsy 1 Bedroom w/office",Genni And Stephen,Manhattan,Harlem,Entire home/apt,817.0,163.0,6,0,1.0,224
HabitaciÃ³n comoda,Maria,Bronx,Fordham,Private room,150.0,30.0,2,15,3.0,220
Brooklyn Awesomely Huge and Hip Apartment,Anthony,Brooklyn,Bushwick,Entire home/apt,932.0,186.0,30,2,4.0,317
Great Apt/Roof in Hells Kitchen,Jorion,Manhattan,Hell's Kitchen,Entire home/apt,1001.0,200.0,2,23,3.0,365
Beautiful Garden Duplex in Brooklyn,Erin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,128.0,26.0,5,3,2.0,0
Stylish 2 BR on the Upper East Side,The Local Stay,Manhattan,Upper East Side,Entire home/apt,69.0,14.0,30,2,3.0,334
Modern and new Duplex next to A train,Ariadna,Brooklyn,Bedford-Stuyvesant,Entire home/apt,201.0,40.0,4,0,3.0,17
Private 2 Bedroom Apartment in the East Village,Darren,Manhattan,East Village,Entire home/apt,101.0,20.0,2,6,5.0,134
Luminous Modern Apt Share for Young Professionals,Ollie,Brooklyn,Bedford-Stuyvesant,Private room,643.0,129.0,30,23,5.0,90
Bright Bedstuy Bedroom,Alea,Brooklyn,Bedford-Stuyvesant,Private room,469.0,94.0,1,3,2.0,0
BEST BRONX ROOM!!!,Summer,Bronx,Belmont,Private room,1052.0,210.0,3,7,4.0,357
Room with Private Bathroom,Graham,Brooklyn,Bedford-Stuyvesant,Private room,634.0,127.0,2,1,5.0,84
Sunny and light bedroom in Downtown Manhattan,Dominik,Manhattan,Two Bridges,Private room,424.0,85.0,1,3,1.0,36
Modern Luxury Spacious Suite 15min from Manhattan,Teddy,Queens,Sunnyside,Private room,582.0,116.0,1,27,4.0,27
Beautiful Bushwick 3br on the subway,Jeremy,Brooklyn,Bushwick,Entire home/apt,843.0,169.0,2,25,4.0,260
Luxury stay near Lincoln Center NYC,Sid,Manhattan,Upper West Side,Private room,185.0,37.0,1,0,3.0,345
Luxury and comfort,Rushella,Brooklyn,Prospect-Lefferts Gardens,Private room,945.0,189.0,3,2,5.0,89
Manhattan Private Room & Bathroom,Elle,Queens,Astoria,Private room,238.0,48.0,7,0,5.0,356
Big Private BR Steps to Barnard Columbia & Subways,Paul,Manhattan,Morningside Heights,Private room,1016.0,203.0,1,33,5.0,7
Awesome Room in my Cool APT,Matt,Brooklyn,Bedford-Stuyvesant,Private room,901.0,180.0,2,18,3.0,356
"Large, Private, Sunny Room 8 min to Subway -Harlem",Karen,Manhattan,East Harlem,Private room,88.0,18.0,4,8,3.0,0
Cozy Apt.Near Park/Museums & Subway,Christopher,Manhattan,Upper East Side,Entire home/apt,398.0,80.0,4,9,3.0,55
Great room with awesome amenities!,Johnny,Brooklyn,Bedford-Stuyvesant,Private room,169.0,34.0,1,1,4.0,18
Awesome bedroom in the heart of NYC,Aj,Manhattan,Chinatown,Private room,675.0,135.0,2,6,4.0,82
Beautiful 2 Bedroom Lower East Side,Michelle,Manhattan,Lower East Side,Entire home/apt,708.0,142.0,2,0,3.0,0
Sunny Williamsburg Room w/ Access to Garden!,Misha,Brooklyn,Williamsburg,Private room,594.0,119.0,2,5,2.0,72
3 bdrm family friendly home in central Park Slope,Julie,Brooklyn,Park Slope,Entire home/apt,757.0,151.0,3,27,5.0,68
1150$furnished room with a balcony,Amal,Manhattan,East Harlem,Private room,1132.0,226.0,30,0,1.0,365
Tristan's House,Jeny,Queens,Long Island City,Private room,143.0,29.0,1,16,4.0,95
"Comfy, cozy, private NYC Studio for One!",Jennifer,Brooklyn,Sunset Park,Entire home/apt,751.0,150.0,4,10,5.0,0
Midwest Oasis in Kings County,Wes,Brooklyn,Bedford-Stuyvesant,Entire home/apt,900.0,180.0,2,3,5.0,0
Bright and Beautiful Abode,Genevieve,Brooklyn,Williamsburg,Entire home/apt,712.0,142.0,2,2,5.0,37
"Huge Fort Greene Loft, Prime!",Anthony,Brooklyn,Fort Greene,Entire home/apt,213.0,43.0,2,8,1.0,185
Room #1 With Private Shower,Gregorio,Queens,South Ozone Park,Private room,153.0,31.0,1,72,2.0,175
10mins to LGA /20 to the city /5 min to N train,Oscar,Queens,Ditmars Steinway,Private room,991.0,198.0,1,43,4.0,351
1BR Apartment in the Heart of the East Village,Declan,Manhattan,East Village,Entire home/apt,1142.0,228.0,4,5,5.0,0
Modern Bushwick Oasis Filled with Light & Art,Zachary,Brooklyn,Bushwick,Entire home/apt,545.0,109.0,4,1,4.0,188
11 Minutes to Manhattan,Jamiel,Queens,Astoria,Entire home/apt,558.0,112.0,1,73,5.0,273
Sunny Two Bedroom Brooklyn Private Apartment,Winona,Brooklyn,Sunset Park,Entire home/apt,446.0,89.0,30,5,4.0,51
"Bed&Bushwick | Clean & Chic Apt, Close to Subway",Mella & Justin,Brooklyn,Bushwick,Entire home/apt,911.0,182.0,3,38,3.0,131
Bright Private BR in a 2BR apt in Upper West Side,Bernardo,Manhattan,Upper West Side,Private room,175.0,35.0,3,5,1.0,90
"Gorgeous, Prime West Village Apt!",Andrea,Manhattan,West Village,Entire home/apt,771.0,154.0,2,4,3.0,8
Sunny private room in fabulous North Park Slope!,Sarah,Brooklyn,Park Slope,Private room,544.0,109.0,1,3,1.0,108
Humble Abode in the Bronx,Raquel,Bronx,Mount Eden,Private room,255.0,51.0,2,2,4.0,0
Large Private Bedroom in Brownstone Apartment,Tresanna,Brooklyn,Bedford-Stuyvesant,Private room,894.0,179.0,2,26,3.0,21
"Very Clean, Cozy 2 Bedrooms near Central Park",Zhaoxi,Manhattan,Hell's Kitchen,Entire home/apt,1000.0,200.0,2,19,3.0,28
"Quiet,Comfy&Spacious Room near F/G train",Qingming,Brooklyn,Kensington,Private room,82.0,16.0,2,29,2.0,170
Super Comfortable Room for Rent!,Melissa,Brooklyn,Bushwick,Private room,231.0,46.0,20,33,3.0,302
"Luxury UWS 1 Bed w/ Gym, Laundry, Rooftop #6128",MyNyHousing,Manhattan,Upper West Side,Entire home/apt,263.0,53.0,30,6,5.0,278
Comfortable  Private Room,Nicauris,Manhattan,Washington Heights,Private room,1162.0,232.0,30,11,3.0,354
Beautiful Room in Artist's Home,Shirah,Brooklyn,Bedford-Stuyvesant,Private room,288.0,58.0,3,5,3.0,236
626 10th Ave- 2 Bed Duplex Apt. With Roofdeck,Jeniffer,Manhattan,Hell's Kitchen,Entire home/apt,237.0,47.0,30,7,4.0,207
Bright Midtown Apartment,Calvin,Manhattan,Hell's Kitchen,Private room,1174.0,235.0,1,1,2.0,1
In the heart of the LES a sunny and charming room!,Rafaela,Manhattan,Lower East Side,Private room,945.0,189.0,1,0,4.0,352
"Charming, Sunlit 1-Bedroom on Upper East Side",Kelly,Manhattan,Upper East Side,Entire home/apt,474.0,95.0,3,8,3.0,0
WeLive Wall Street -- 3  Bedroom,WeWork,Manhattan,Financial District,Entire home/apt,439.0,88.0,1,54,4.0,117
Fantastic midtown apartment,Stanley,Manhattan,Murray Hill,Entire home/apt,420.0,84.0,30,1,5.0,365
Quiet Cozy Apartment by the Beach,Fitzene,Brooklyn,Coney Island,Entire home/apt,990.0,198.0,1,1,2.0,2
Very quite and convenient location.,Pasang,Queens,Woodside,Private room,714.0,143.0,2,1,5.0,262
CLASSY BROWNSTONE FOR UP TO 5!! Fee for extra beds,Sha,Brooklyn,Bedford-Stuyvesant,Entire home/apt,419.0,84.0,2,26,4.0,275
"New York private room in Park slope, City views",Sandee,Brooklyn,Gowanus,Private room,344.0,69.0,4,14,2.0,0
Two Large Rooms in Union Sq Duplex,Alex,Manhattan,Gramercy,Private room,120.0,24.0,2,1,4.0,83
"Private Sunny Room in Williamsburg, Brooklyn - NY",Gary,Brooklyn,Williamsburg,Private room,736.0,147.0,2,4,5.0,0
Amazing 6 bedrooms on two floors in Williamsburg,Elnadiv,Brooklyn,Williamsburg,Entire home/apt,551.0,110.0,2,0,2.0,282
Private room mins from JFK,Malini,Queens,Jamaica,Private room,54.0,11.0,1,563,5.0,85
South Williamsburg,Mikey,Brooklyn,Williamsburg,Private room,809.0,162.0,1,15,4.0,0
Central Park Luxury ( BEST DEAL ;),Evan,Manhattan,Upper West Side,Entire home/apt,1152.0,230.0,5,8,1.0,333
Artist Loft Space,Steve,Brooklyn,Bushwick,Private room,53.0,11.0,1,0,2.0,0
Nolita One Bedroom with View,Maura,Manhattan,Little Italy,Entire home/apt,844.0,169.0,2,5,4.0,0
Sunny Artist's Loft,Sancar,Brooklyn,Clinton Hill,Entire home/apt,432.0,86.0,3,2,5.0,113
BIG SUNNY PRIVATE ROOM in BOHEMIAN WILLIAMSBURG,Anastasiia,Brooklyn,Williamsburg,Private room,406.0,81.0,1,6,3.0,16
Sunny Peaceful Harlem Space,Miriam,Manhattan,Harlem,Private room,355.0,71.0,2,9,3.0,65
Superb master bedroom on the Upper West Side,Paolo,Manhattan,Upper West Side,Private room,874.0,175.0,14,1,2.0,0
Parisian style 1 bedroom in the Heart of UES!!!,Viktoria,Manhattan,Upper East Side,Private room,466.0,93.0,3,34,4.0,277
Gorgeous Zen Home at Crossroads of Nolita and Soho,Lauren,Manhattan,SoHo,Entire home/apt,1148.0,230.0,2,3,5.0,0
Bright and Sunny Lower East Side Studio!,Elise,Manhattan,Lower East Side,Entire home/apt,259.0,52.0,2,20,4.0,37
Sunny and Spacious Private Room,Lola,Queens,Astoria,Private room,744.0,149.0,1,0,5.0,0
Sweet Home at Washington Heights,Maritza,Manhattan,Washington Heights,Entire home/apt,355.0,71.0,1,81,5.0,171
YOUR IDEAL HOME / 20steps to Subway,Daria,Brooklyn,East Flatbush,Shared room,111.0,22.0,30,10,4.0,332
Artist Loft,Ekin,Brooklyn,Williamsburg,Entire home/apt,349.0,70.0,2,0,3.0,0
Apartment is in Washington heights,Teddy,Manhattan,Washington Heights,Private room,287.0,57.0,1,0,5.0,138
Comfortable room midtown west,Lourdes,Manhattan,Hell's Kitchen,Private room,270.0,54.0,30,2,5.0,233
1 Bedroom Presidential at Wyndham Midtown 45,Chayla,Manhattan,Midtown,Private room,853.0,171.0,2,1,3.0,365
Bright and Clean One Bedroom - Females Only!,Alexi,Manhattan,East Village,Private room,842.0,168.0,3,26,2.0,0
XLarge 1BR apartment in EastVillage,Bill,Manhattan,East Village,Entire home/apt,675.0,135.0,5,24,3.0,17
Lovely 3Bed 2Bath APT Brooklyn Ny 15 min from JFK,Fenol,Brooklyn,East New York,Entire home/apt,210.0,42.0,2,8,2.0,342
The Center Suites,Nepreil,Queens,St. Albans,Entire home/apt,1190.0,238.0,2,46,1.0,361
Big 1.5 bedroom on a great block-Private apt,Kristian,Brooklyn,Bedford-Stuyvesant,Entire home/apt,279.0,56.0,5,202,2.0,62
Huge Sunny Private Bedroom in heart of Brooklyn,Daniel,Brooklyn,Bushwick,Private room,969.0,194.0,30,6,5.0,0
Grace,Rachel,Queens,South Ozone Park,Private room,1079.0,216.0,10,7,3.0,197
"West Village Loft, 1st floor",Gary,Manhattan,West Village,Entire home/apt,222.0,44.0,3,344,4.0,29
Clean & Spacious Duplex Bushwick Gem (w. Backyard),LeAnne And Keith,Brooklyn,Bushwick,Entire home/apt,871.0,174.0,5,20,4.0,12
Mid-Century Modern Garden Paradise,Carmia And Joe,Brooklyn,Bushwick,Entire home/apt,203.0,41.0,2,234,5.0,29
Huge 1 Bedroom Loft at Habitat 101!,Vida,Brooklyn,Greenpoint,Entire home/apt,219.0,44.0,30,7,1.0,281
Cozy room in Central Harlem. Lively neighborhood.,Lisa,Manhattan,Harlem,Private room,790.0,158.0,1,12,4.0,0
Sunny Heart of Park Slope 1 Bedroom,Chris,Brooklyn,Park Slope,Entire home/apt,941.0,188.0,4,0,2.0,338
Hendrix Street Gem Rm #1,Tonisha,Brooklyn,East New York,Private room,177.0,35.0,1,14,4.0,0
Luxury NYC 1 Bed w/Gorgeous Views + Pool,Robert,Manhattan,Hell's Kitchen,Entire home/apt,255.0,51.0,2,4,3.0,0
Cozy quarters for your getaway!,Kam,Manhattan,Gramercy,Entire home/apt,1020.0,204.0,6,10,2.0,43
Beautiful Newly Renovated BK Apt with W&D in Unit,K.,Brooklyn,Bedford-Stuyvesant,Entire home/apt,108.0,22.0,4,68,2.0,0
Spectacular 2BR with NYC SKYLINE VIEW + ROOF DECK,Prithvi,Brooklyn,Williamsburg,Entire home/apt,864.0,173.0,2,1,5.0,0
Amazing Private Bedroom on UES of New York City,Tianna,Manhattan,East Harlem,Private room,1116.0,223.0,4,1,4.0,0
"Luxury Midtown West 2BR w/pool, wifi",Mike,Manhattan,Hell's Kitchen,Entire home/apt,142.0,28.0,30,0,5.0,136
HUGE Willamsburg Duplex Loft,Mark,Brooklyn,Williamsburg,Entire home/apt,1079.0,216.0,2,84,2.0,301
Garden Oasis Apartment - 2 bedroom,Chris,Manhattan,East Harlem,Entire home/apt,1170.0,234.0,3,240,3.0,119
Large & Bright Bedroom in Astoria,Jany,Queens,Astoria,Private room,198.0,40.0,2,4,3.0,164
Beautiful 2 Bedroom Apartment!! NYC,Rony,Bronx,Kingsbridge,Entire home/apt,781.0,156.0,30,16,4.0,212
"Amazing, Steps From Time Square,clean, Comfrtable",Gal,Manhattan,Hell's Kitchen,Entire home/apt,983.0,197.0,30,2,3.0,341
Mundo's World,Raymundo,Brooklyn,Bushwick,Private room,969.0,194.0,3,2,3.0,0
Renovated 3 bedroom 2 Bath! 25 min to Time Square,May,Queens,Woodside,Entire home/apt,162.0,32.0,30,21,2.0,0
"Big, Bright, and Beautiful",Catrinel,Brooklyn,Fort Greene,Entire home/apt,231.0,46.0,30,5,4.0,248
Best location in manhattan,Furkan,Manhattan,Kips Bay,Entire home/apt,758.0,152.0,1,1,5.0,90
Chelsea/Union Square cozy studio,Alejandro,Manhattan,Chelsea,Entire home/apt,406.0,81.0,2,1,3.0,0
W70's apt steps to central park and express lines,Swathi,Manhattan,Upper West Side,Private room,158.0,32.0,4,0,4.0,265
Spacious room in Park Slope,Hardik,Brooklyn,Park Slope,Private room,91.0,18.0,1,2,2.0,143
Pleasant studio in Midtown Manhattan,Stanley,Manhattan,Murray Hill,Entire home/apt,615.0,123.0,30,0,4.0,365
Penthouse loft with a view / Williamsburg,Jessica,Brooklyn,Williamsburg,Entire home/apt,457.0,91.0,2,5,2.0,0
Charming brownstone,Caylah,Brooklyn,Bedford-Stuyvesant,Private room,805.0,161.0,2,3,2.0,340
Private Space in Manhattan 8/25-9/9,Tan,Manhattan,Washington Heights,Private room,892.0,178.0,7,0,2.0,273
1 BEDROOM ENTIRE HOME/APTâ¤ ASTORIA,Amy,Queens,Astoria,Entire home/apt,1060.0,212.0,1,13,3.0,232
1BR - Heart of West Village - 30 Day Min - Unit 2,Marie,Manhattan,West Village,Entire home/apt,346.0,69.0,30,3,3.0,286
Home away from home lodging 3 (2 Beds - 2 guests),Vena,Brooklyn,East Flatbush,Private room,263.0,53.0,1,7,3.0,351
Our 3 Levels Condo for Plants and Cats Lovers,Nadine & Jean-Louis,Brooklyn,Williamsburg,Entire home/apt,833.0,167.0,3,1,4.0,8
Clean & nice room near Central Park/2min to subway,Felix,Manhattan,Harlem,Private room,59.0,12.0,45,1,2.0,0
Unknown Listing,Cherry,Brooklyn,Williamsburg,Entire home/apt,693.0,139.0,2,358,3.0,286
CLZY  JFKâ€¢Casinoâ€¢Beach,Ryan,Queens,Ozone Park,Entire home/apt,941.0,188.0,1,124,4.0,355
Large Room;(Manhattan30mins) JFK10mins)(LGA15mins),Vic,Queens,Richmond Hill,Private room,1001.0,200.0,1,9,3.0,48
Radiant 2bed E Village Apartment,Cecily,Manhattan,East Village,Entire home/apt,449.0,90.0,5,1,4.0,118
20- West Village Horatio street studio,Daniella,Manhattan,West Village,Entire home/apt,1068.0,214.0,15,2,3.0,365
Sun Drenched Gramercy/East Village!,Chelsea,Manhattan,Gramercy,Entire home/apt,748.0,150.0,2,15,3.0,0
Unique Exposed Brick Loft Studio in Townhouse,Eric,Bronx,Concourse,Entire home/apt,782.0,156.0,2,98,5.0,193
BEST LOCATION - COMFY ROOM for long term,My,Manhattan,Greenwich Village,Private room,268.0,54.0,14,8,5.0,35
"Perfect Brooklyn Stay, Apt for 4",Isaac,Brooklyn,Park Slope,Entire home/apt,780.0,156.0,2,15,5.0,0
"Modern, Beautiful Tribeca 2-Bedroom Loft",Eric,Manhattan,Tribeca,Entire home/apt,1046.0,209.0,2,116,1.0,1
Luxury immaculate 2 BR apartment Prime Brooklyn,Kylie,Brooklyn,Gowanus,Entire home/apt,575.0,115.0,5,40,3.0,70
Luxury NYC Studio in the Financial District,Ryan,Manhattan,Financial District,Entire home/apt,394.0,79.0,4,3,2.0,239
Midtown West Hotel NYC (Single),Joe,Manhattan,Chelsea,Private room,172.0,34.0,1,53,5.0,48
Bohemian studio in Midtown,Lauren,Manhattan,Upper East Side,Entire home/apt,461.0,92.0,1,1,3.0,1
"Bed n Bath, 4 mins to 2,5,3,4 trains to Manhattan",Sasha,Brooklyn,East Flatbush,Private room,383.0,77.0,3,3,2.0,365
Large 2BR Apt in Brownstone,Gabe And Jane,Brooklyn,Clinton Hill,Entire home/apt,996.0,199.0,2,267,2.0,305
Brooklyn Escape,Shaya,Brooklyn,Borough Park,Entire home/apt,999.0,200.0,2,17,4.0,0
"Sunny Slice of uptown NYC, Private Room, Comfy!",Dawn,Manhattan,East Harlem,Private room,1184.0,237.0,3,2,3.0,0
Couch for the Night,Michelle,Manhattan,Chelsea,Shared room,1062.0,212.0,1,0,2.0,286
Lovely Single Room | 1 block Central Park,Sharedeasy,Manhattan,Upper West Side,Private room,185.0,37.0,30,1,5.0,342
Prime brownstone with lush backyard,Karen,Brooklyn,Carroll Gardens,Entire home/apt,680.0,136.0,7,4,1.0,350
Executive private room with full size bed- M train,Alex,Brooklyn,Bushwick,Private room,578.0,116.0,30,0,5.0,0
Cozy room in bed-stuy,Robb,Brooklyn,Bedford-Stuyvesant,Private room,371.0,74.0,3,1,3.0,109
"Exceptionally Cute, Cozy East Village Unit",Raymond,Manhattan,East Village,Entire home/apt,682.0,136.0,2,19,2.0,252
Airy studio in south Park Slope,Ivan,Brooklyn,Gowanus,Entire home/apt,140.0,28.0,1,8,4.0,0
Location Nancy,Petya,Queens,Astoria,Private room,597.0,119.0,31,2,1.0,90
Charming and spacious Brooklyn apt,Peter,Brooklyn,Bushwick,Private room,729.0,146.0,1,3,3.0,90
"Harlem, NY 
Historical Sugar Hill Neighborhood",David,Manhattan,Harlem,Entire home/apt,53.0,11.0,30,23,2.0,0
"Scandinavian ""hygge"" in Bed Stuy Brooklyn",Anita,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1151.0,230.0,4,33,5.0,23
2 BDRM/1.5 Bath Prospect Heights Brooklyn/Sleeps 6,Gary,Brooklyn,Prospect Heights,Entire home/apt,840.0,168.0,3,0,2.0,0
Cozy and renovated one bedroom apartment,Mariano,Manhattan,East Harlem,Entire home/apt,83.0,17.0,2,33,2.0,304
"Cozy, sun-splashed room in two-floor apartment",Michael,Brooklyn,Williamsburg,Private room,601.0,120.0,30,13,3.0,64
Large private bed/bath in 3BR close to transit,Ian,Brooklyn,Bedford-Stuyvesant,Private room,937.0,187.0,2,3,3.0,0
West Village: the best part of town,Andrew,Manhattan,West Village,Private room,77.0,15.0,1,0,5.0,330
A Gem In Downtown Flushing - Elegance and Class #1,Alan,Queens,Flushing,Private room,1088.0,218.0,2,0,3.0,362
"Calm, cozy bedroom in the heart of Brooklyn!",Katharine,Brooklyn,Cobble Hill,Private room,1121.0,224.0,1,2,2.0,0
Room in Apt. near Columbia w/ Views,Ian,Manhattan,Upper West Side,Private room,257.0,51.0,1,0,3.0,264
Queen size bedroom close to Columbia,Jason,Manhattan,Harlem,Private room,970.0,194.0,3,0,2.0,86
NYC entire 2 bd apartment 15 min to Manhattan,Dafni,Queens,Astoria,Entire home/apt,998.0,200.0,1,5,2.0,0
Entire 3rd Floor of Brooklyn brownstone,Autumn,Brooklyn,South Slope,Entire home/apt,846.0,169.0,3,4,2.0,0
"Luxury FiDi Studio w/ Gym, Roof deck + Speakeasy by Blueground",Blueground,Manhattan,Financial District,Entire home/apt,71.0,14.0,30,0,2.0,45
Sunny & Spacious 3BR Bklyn Duplex w Private Garden,Michelle,Brooklyn,Gowanus,Entire home/apt,1136.0,227.0,2,35,5.0,261
Belo Quarto,Lou,Brooklyn,Brownsville,Private room,810.0,162.0,2,111,5.0,87
Luxury Apartment on Madison Avenue,Elena,Manhattan,Upper East Side,Entire home/apt,653.0,131.0,21,1,2.0,88
Charming 2 bed 2 bath wash/dryer Gym in building,Yaacov,Manhattan,Upper East Side,Entire home/apt,763.0,153.0,31,6,2.0,326
Spacious 1 BR in Midtown East,Nikali,Manhattan,Midtown,Entire home/apt,729.0,146.0,1,0,1.0,90
Sleep  Haven,Angella,Queens,Laurelton,Entire home/apt,1032.0,206.0,30,18,3.0,0
Private Bedroom in UES New York shared apartment.,Michael,Manhattan,Upper East Side,Private room,119.0,24.0,2,24,5.0,5
Harlem Short Term Stay,George,Manhattan,Harlem,Entire home/apt,318.0,64.0,4,37,5.0,295
New Brooklyn HotSpot,Junior,Brooklyn,East Flatbush,Entire home/apt,228.0,46.0,4,35,5.0,105
Beautiful Brooklyn Apartment Share (Yellow Room),Emilia,Brooklyn,Bushwick,Private room,908.0,182.0,3,0,3.0,331
Luxury townhouse Greenwich Village,Linda,Manhattan,Greenwich Village,Entire home/apt,291.0,58.0,1,0,1.0,110
Fort Greene Loft,Sarah,Brooklyn,Fort Greene,Entire home/apt,641.0,128.0,3,10,5.0,82
Beautiful Bedroom in Brand New Apartment! 3R-4,Nina,Queens,Ridgewood,Private room,460.0,92.0,30,1,3.0,163
Perfect blend of urban and village atmosphere,Gina,Queens,Forest Hills,Private room,640.0,128.0,1,16,5.0,0
30 days minimum Time square West Midtown apartment,Yanina,Manhattan,Hell's Kitchen,Entire home/apt,474.0,95.0,30,0,2.0,180
Clean cozy overnight bed in Manhattan,Abraham,Manhattan,East Harlem,Shared room,192.0,38.0,2,51,2.0,5
Smart Midtown East Studio w/ Doorman + Gym by Blueground,Blueground,Manhattan,Murray Hill,Entire home/apt,269.0,54.0,30,0,4.0,315
Private room in Historic Queens NY,David,Queens,Woodhaven,Private room,865.0,173.0,2,5,1.0,90
Modern/Rustic private Room 10min from Midtown,Atta,Queens,Long Island City,Private room,685.0,137.0,30,1,3.0,341
Cozy One BR with Ideal Location,Saket,Queens,Astoria,Private room,338.0,68.0,1,5,5.0,184
Fanta Sea Home 3,Jewell,Brooklyn,Brownsville,Private room,141.0,28.0,4,17,5.0,364
Studio Apartment in Gramercy,Bijal,Manhattan,Gramercy,Entire home/apt,67.0,13.0,15,0,2.0,0
